"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9CUW3RFI","journalArticle","2015","D’Lima, Minette; Medda, Francesca","A new measure of resilience: An application to the London Underground","Transportation Research Part A: Policy and Practice","","09658564","10.1016/j.tra.2015.05.017","https://linkinghub.elsevier.com/retrieve/pii/S0965856415001457","The many varied views on resilience indicate that it is an important concept which has signiﬁcance in many disciplines, from ecology to psychology to risk/disaster management. Therefore, it is important to be able to quantiﬁably measure the resilience of systems, and thus be able to make decisions on how the resilience of the system can be improved. In this paper we will work with the deﬁnition, due to Pimm (1991), that resilience is ‘‘how fast a variable that has been displaced from equilibrium returns to it.’’ We will think of a system as being more or less resilient depending on the speed with which a system recovers from disruptive events or shocks. Here we consider systems which revert to an equilibrium state from shocks, and introduce a measure of resilience by providing a quantiﬁcation of the rapidity of these systems’ recovery from shocks.","2015-11","2024-12-01 14:26:17","2024-12-01 14:26:18","2024-12-01 14:26:17","35-46","","","81","","Transportation Research Part A: Policy and Practice","A new measure of resilience","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\EN7IJ8XG\D’Lima and Medda - 2015 - A new measure of resilience An application to the.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TADQIZMW","journalArticle","2022","Watson, Grace; Ahn, Jeong Eun","A Systematic Review: To Increase Transportation Infrastructure Resilience to Flooding Events","Applied Sciences","","2076-3417","10.3390/app122312331","https://www.mdpi.com/2076-3417/12/23/12331","This study investigated literature databases of Google Scholar and Scopus from 1900 to 2021 and reviewed relevant studies conducted to increase transportation infrastructure resilience to ﬂood events. This review has three objectives: (1) determine which natural hazard or natural disaster had the most vulnerability studies; (2) identify which infrastructure type was most prevalent in studies related to ﬂood resilience infrastructure; and (3) investigate the current stage of research. This review was conducted with three stages. Based on stage one, ﬂoods have been extremely present in research from 1981 to 2021. Based on stage two, transportation infrastructure was most studied in studies related to ﬂood resilience. Based on stage three, this systematic review focused on a total of 133 peer-reviewed, journal articles written in English. In stage three, six research categories were identiﬁed: (1) ﬂood risk analysis; (2) implementation of real-time ﬂood forecasting and prediction; (3) investigation of ﬂood impacts on transportation infrastructure; (4) vulnerability analysis of transportation infrastructure; (5) response and preparatory measures towards ﬂood events; and (6) several other studies that could be related to transportation infrastructure resilience to ﬂood events. Current stage of studies for increasing transportation resilience to ﬂood events was investigated within these six categories. Current stage of studies shows efforts to advance modeling systems, improve data collections and analysis (e.g., real-time data collections, imagery analysis), enhance methodologies to assess vulnerabilities, and more.","2022-12-02","2024-12-01 14:26:23","2024-12-01 14:26:23","2024-12-01 14:26:23","12331","","23","12","","Applied Sciences","A Systematic Review","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\V586LDI7\Watson and Ahn - 2022 - A Systematic Review To Increase Transportation In.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8YBXD4Y","journalArticle","2023","Huang, Lei; Huang, Haifeng; Wang, Ying","Resilience Analysis of Traffic Network under Emergencies: A Case Study of Bus Transit Network","Applied Sciences","","2076-3417","10.3390/app13158835","https://www.mdpi.com/2076-3417/13/15/8835","With the continuous development of public transportation, the impact of unexpected events on the operation of bus networks has become increasingly severe due to the growing demand for public transportation and passenger volume. To accurately assess the impact of unexpected events on the operation of bus networks and scientiﬁcally evaluate their resilience, this paper proposes a framework for analyzing the resilience of bus networks. With the aim of providing scientiﬁc evidence to enhance the reliability of public transportation networks, this framework can be used to determine the resilience of bus networks to unexpected events. The main contributions of this framework include three aspects: 1. Construction of the CRITIC–entropy weighting model for screening and calculating key indicators of the resilience of the bus network; 2. Use of resilience cycle theory to construct a model for analyzing the resilience of bus routes, and design a set of resilience quantiﬁcation factors to calculate the resilience of bus routes; 3. Use of complex network theory to construct a model for analyzing the resilience of the bus network, by taking the bus route resilience obtained in the second step as the edge weight to calculate the resilience of the bus network. This paper takes the Beijing public transit system as an example and uses real data to verify the accuracy, scientiﬁcity, and feasibility of the proposed framework for analyzing the resilience of public transit networks to sudden events. The resilience analysis framework constructed in this paper has improved the existing research on transportation network resilience in theoretical aspects. Furthermore, the results outputted by this framework can provide a decision-making basis for network adjustment and disaster recovery for the management departments of public transportation networks in practical applications.","2023-07-31","2024-12-01 14:26:29","2024-12-01 14:26:30","2024-12-01 14:26:29","8835","","15","13","","Applied Sciences","Resilience Analysis of Traffic Network under Emergencies","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\LXSAST3P\Huang et al. - 2023 - Resilience Analysis of Traffic Network under Emerg.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VC6NQVM6","journalArticle","2011","Zhang, Dafang; Dadkhah, Payam; Ekwall, Daniel","How robustness and resilience support security business against antagonistic threats in transport network","Journal of Transportation Security","","1938-7741, 1938-775X","10.1007/s12198-011-0067-2","http://link.springer.com/10.1007/s12198-011-0067-2","","2011-09","2024-12-01 14:26:37","2024-12-01 14:26:37","2024-12-01 14:26:37","201-219","","3","4","","J Transp Secur","","","","","","","","en","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\R29WHQXQ\Zhang et al. - 2011 - How robustness and resilience support security bus.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6G8FVID","journalArticle","","Nipa, Thahomina Jahan; Asce, S M; Kermanshachi, Sharareh","Dimensions of Resilience Measurement in Critical Transportation Infrastructures","","","","","","Researchers have developed several dimensions for measuring the resilience of transportation infrastructures while considering the interdependency among different critical infrastructures. Only a few of them are fully capable of measuring the resilience of an existing roadway as a standalone system. Therefore, this study aimed to identify and prepare a list of dimensions to measure the technical and organizational resilience of the roadway network. To achieve this goal, a comprehensive literature review of over 100 peer-reviewed articles was conducted and fourteen dimensions were listed. Results indicated that the number of nodes (intersections) on roads has a significant negative correlation with the resilience of the pavement network. Also, information dissemination and preparedness action are two dimensions that have a high level of impact on transportation network resilience. The findings of this study will help practitioners in developing appropriate strategies to enhance the resilience of transportation roadway networks.","","2024-12-01 14:26:40","2024-12-01 14:26:40","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\shrey\Zotero\storage\FVPBFBHU\Nipa et al. - Dimensions of Resilience Measurement in Critical T.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPY4YJQM","journalArticle","2021","Wang, Chaofeng; Wang, Dongyuan; Chen, Qiushi","Regional Evaluation of Liquefaction-Induced Lateral Ground Deformation for City-Scale Transportation Resilience Analysis","Journal of Infrastructure Systems","","1076-0342, 1943-555X","10.1061/(ASCE)IS.1943-555X.0000601","https://ascelibrary.org/doi/10.1061/%28ASCE%29IS.1943-555X.0000601","This study depicts a scenario where vulnerability to soil liquefaction leads to the deterioration of a city-scale traffic system shortly after an earthquake. A novel framework for evaluating city-scale traffic performance under a secondary seismic hazard, liquefaction, is developed. At the core of this framework is a rapid regional liquefaction estimation method, where liquefaction hazard is first evaluated based on geotechnical in situ testing data at specific sites and then mapped through the whole region using random field models, which preserves the spatial dependence of soil properties yet allows accounting for uncertainties and variabilities within the studied region. The liquefaction hazard is quantified by the lateral deformation manifested at the ground surface, which is fed into the traffic network, causing disruptions on roads. The performance of the transportation network is simulated utilizing an agent-based modeling (ABM) method. The proposed framework is demonstrated in an example application. By comparing with existing knowledge and observations, it is found that the framework is capable of identifying liquefaction zones and modeling city-scale transportation performance. DOI: 10.1061/(ASCE) IS.1943-555X.0000601. © 2021 American Society of Civil Engineers.","2021-06","2024-12-01 14:26:44","2024-12-01 14:26:45","2024-12-01 14:26:44","04021008","","2","27","","J. Infrastruct. Syst.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\7VV8VSDP\Wang et al. - 2021 - Regional Evaluation of Liquefaction-Induced Latera.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR3DXFGW","journalArticle","2024","Bergantino, Angela Stefania; Gardelli, Alessandro; Rotaris, Lucia","Assessing transport network resilience: empirical insights from real-world data studies","Transport Reviews","","0144-1647, 1464-5327","10.1080/01441647.2024.2322434","https://www.tandfonline.com/doi/full/10.1080/01441647.2024.2322434","Determining the factors that positively and negatively aﬀect the resilience of transport networks provides valuable information that leads to a deeper understanding of the preparedness and response of networks to external disruptions. Over the past few decades, several review papers have explored various interpretations of transport network resilience and its calculation metrics. Nevertheless, only a limited number of these papers have paid attention on the utilisation of empirical data in resilience studies. This paper, through a systematic literature review, contributes to ﬁlling this gap. To this end, from a pool of 127 relevant articles, a subset of 53 articles using real-world data was selected. The paper analyses and classiﬁes empirical ﬁndings in transport network resilience studies. In particular, it highlights and thoroughly discusses spatial patterns of resilience and relevant inﬂuencing factors that positively or negatively aﬀect the resilience attributes of a transport network. Although it is possible to place the empirical results within the theoretical framework proposed by the literature, two main issues on target reference levels arise from the graphical representation of transport network resilience as suggested by the theory. Based on these ﬁndings, research gaps are identiﬁed and future directions for transport researchers are proposed.","2024-07-03","2024-12-01 14:26:48","2024-12-01 14:26:49","2024-12-01 14:26:48","834-857","","4","44","","Transport Reviews","Assessing transport network resilience","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\NS8MDQTA\Bergantino et al. - 2024 - Assessing transport network resilience empirical .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKL53WDS","bookSection","2011","Enjalbert, Simon; Vanderhaegen, Frédéric; Pichon, Marianne; Ouedraogo, Kiswendsida Abel; Millot, Patrick","Assessment of Transportation System Resilience","Human Modelling in Assisted Transportation","978-88-470-1820-4 978-88-470-1821-1","","","https://link.springer.com/10.1007/978-88-470-1821-1_36","A transportation system like tramway or train is a system in which the functions of the human and the machine are interrelated and necessary for the operation of the whole system according to Human-Machine System (HMS) definition. Both human and machines are sources of system reliability and causes of accident occurrences. Considering the human behaviour contribution to HMS resilience, resilience can only be diagnosed if the human actions improve the system performances and help to recover from instability. Therefore, system resilience is the ability for a HMS to ensure performances and system stability whatever the context, i.e. after the occurrence of regular, unexpected or unprecedented disturbances. The COR&GEST platform is a railway simulation platform developed in the LAMIH in Valenciennes which involves a miniature railway structure. In order to study the human behaviour during the train driving activities with or without any technical failure occurrences, an experimental protocol was built with several inexperienced human operators. In railway transportation systems, traffic safety is the main performance criterion to take into account. Based on this criterion, authors propose to evaluate an instantaneous resilience indicator in order to assess the “local resilience” of HMS. As others performance criteria must be aggregated to reflect the whole studied HMS performance, the “global resilience” of HMS will be defined.","2011","2024-12-01 14:26:52","2024-12-01 14:26:53","2024-12-01 14:26:52","335-341","","","","","","","","","","","Springer Milan","Milano","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-88-470-1821-1_36","","C:\Users\shrey\Zotero\storage\WDCTHGBF\Enjalbert et al. - 2011 - Assessment of Transportation System Resilience.pdf","","","","Cacciabue, P. Carlo; Hjälmdahl, Magnus; Luedtke, Andreas; Riccioli, Costanza","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NM4P6JFX","journalArticle","2020","Mou, Naixia; Sun, Shuyue; Yang, Tengfei; Wang, Zhipeng; Zheng, Yunhao; Chen, Jinhai; Zhang, Lingxian","Assessment of the Resilience of a Complex Network for Crude Oil Transportation on the Maritime Silk Road","IEEE Access","","2169-3536","10.1109/ACCESS.2020.3028214","https://ieeexplore.ieee.org/document/9210575/","As one of the most strategically important natural resources, crude oil can be dangerous to transport by sea. The resilience of a maritime transport network denotes the ability of the system to withstand damage and remain operational after disturbances, representing the invulnerability of the network and its ability to recover from harm. In this study, we built a crude oil transportation network titled the Maritime Silk Road using Automatic Identiﬁcation System (AIS) sensor data, designed a resilience assessment framework based on complex network theory, and assessed the resilience of the maritime crude oil transportation network from both qualitative and quantitative perspectives with the help of complex network metrics and a resilience model. The results show that the topology of the crude oil transportation network has a signiﬁcant impact on its resilience, in that network density and centrality are negatively related to network resilience, whereas network connectivity and size are positively related to resilience. Subsequently, the resilience of crude oil transportation networks declines at a steady rate under random attacks but declines sharply under intentional attacks. Finally, a comprehensive analysis of invulnerability and recovery in the context of resilience concludes that strengthening small and medium-sized ports in the network is important to enhance network resilience. These results can provide reference and decision support for port planning, route design, optimization, and form a foundation for a more secure and reliable maritime transportation network system.","2020","2024-12-01 14:26:57","2024-12-01 14:26:57","2024-12-01 14:26:57","181311-181325","","","8","","IEEE Access","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/legalcode","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\TLM4AYRU\Mou et al. - 2020 - Assessment of the Resilience of a Complex Network .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DCWEVGM","journalArticle","","Ivory, Vivienne; Trotter, Maggie","Resilience, freight mobility and governance: mapping the actors in New Zealand’s transport network","","","","","","Decisions get made every day about how to keep New Zealand’s freight moving. They get made about our road, rail, shipping and air infrastructure by people at every level of the transport system, from the politicians deciding the level of funding available, to the infrastructure operator, to the transport user deciding what mode is best to freight goods. As part of the Resilience to Nature’s Challenges research programme on governance and infrastructure, we are using the consequences for freight of the November 2016 North Canterbury earthquakes to examine where decisions are being made so we can better understand barriers and opportunities for resilience in how networks are governed.","","2024-12-01 14:27:00","2024-12-01 14:27:00","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\shrey\Zotero\storage\RGJE65XJ\Ivory and Trotter - Resilience, freight mobility and governance mappi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6X2N6ZQS","journalArticle","2024","Mageto, Joash; Twinomurinzi, Hossana; Luke, Rose; Mhlongo, Siyabonga; Bwalya, Kelvin; Bvuma, Stella","Building resilience into smart mobility for urban cities: an emerging economy perspective","International Journal of Production Research","","0020-7543, 1366-588X","10.1080/00207543.2022.2139866","https://www.tandfonline.com/doi/full/10.1080/00207543.2022.2139866","Population growth in urban cities has created transport problems such as traffic congestion, pollution, accidents, and infrastructure failures. These problems often lead to disruption of mobility, especially in emerging economies. The goal of any city is to have a resilient transport system that is free from frequent and severe disruptions. Resilience can be incorporated into smart mobility systems to create a robust, integrated and intelligent transport system. Therefore, this study sought to determine resilience factors required for a resilient smart mobility system in emerging economies. The study used interpretive structural modelling (ISM) to establish the causal interrelationships among the factors drawing from data from experts in smart cities, city transport and academia. It was found that the most critical factor to drive resilience is foresight – the ability to anticipate disruptions. Three other resilience factor categories identified were dynamism, certainty and optimisation, which all point to the importance of building dynamic capabilities. The key implication for practice highlights the role that human and artificial intelligence can play in anticipating natural, social and infrastructure disruptions. ISM offered a mechanism to determine the critical causal resilience factors to be prioritised amongst the competing demands on the limited resources of emerging economies. Apart from foresight, which was found to be a driving factor, the other resilience factors are equally strong linkage factors (influence each other), thus further revealing the complexities that decisionmakers in urban cities of emerging economies constantly face. A research agenda for resilience in smart mobility in emerging economies was developed.","2024-08-02","2024-12-01 14:27:04","2024-12-01 14:27:05","2024-12-01 14:27:04","5556-5573","","15","62","","International Journal of Production Research","Building resilience into smart mobility for urban cities","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\YIMPBM7F\Mageto et al. - 2024 - Building resilience into smart mobility for urban .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9V9PV6NQ","journalArticle","2010","Ta, Chilan; Goodchild, Anne V.; Ivanov, Barbara","Building Resilience into Freight Transportation Systems: Actions for State Departments of Transportation","Transportation Research Record: Journal of the Transportation Research Board","","0361-1981, 2169-4052","10.3141/2168-15","https://journals.sagepub.com/doi/10.3141/2168-15","The management of transportation systems for resilience has received significant attention in recent years. Resilience planning concerns the actions of an organization that reduce the consequences of a disruption to the system the organization manages. Little exploration has been made into the connections between resilience planning and the actions of a state department of transportation (DOT) that contribute to resilience of a freight transportation system. Conclusions are presented from collaborative research between the Washington State DOT Freight Systems Division (WSDOT FSD) and researchers at the University of Washington. Activities of the WSDOT FSD that contribute to resilience are identified, and one such activity undertaken by WSDOT to improve communication with system users is described. This and other activities can be undertaken by other DOTs that want to improve the resilience of their freight transportation systems at relatively low cost.","2010-01","2024-12-01 14:27:08","2024-12-01 14:27:09","2024-12-01 14:27:08","129-135","","1","2168","","Transportation Research Record: Journal of the Transportation Research Board","Building Resilience into Freight Transportation Systems","","","","","","","en","https://journals.sagepub.com/page/policies/text-and-data-mining-license","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\CQQN6XA3\Ta et al. - 2010 - Building Resilience into Freight Transportation Sy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFXIYXBC","journalArticle","2021","Zhang, Meijie; Liu, Yuming; Ji, Boya","Influencing Factors of Resilience of PBSC Based on Empirical Analysis","Buildings","","2075-5309","10.3390/buildings11100467","https://www.mdpi.com/2075-5309/11/10/467","With the widespread application of supply chain management ideas in the construction ﬁeld, supply chain resilience as a tool for risk management has also begun to attract scholars’ attention. The prefabricated building supply chain (PBSC) is greatly affected by internal and external risks in China. This paper constructs a conceptual model of the factors affecting the resilience of the prefabricated building supply chain from the perspective of resilience management. Based on 202 valid questionnaires, it makes an empirical study on the above conceptual model by using the method of the structural equation model (SEM). The results show that the production and assembly construction of components have a signiﬁcant impact on the resilience of supply chain of prefabricated buildings (PB), while the process of transportation and storage of components has no signiﬁcant impact on it. In addition, the study also veriﬁed that information factors and partnership factors have a strong regulatory effect on these three processes. In theory, it provides a new perspective for the supply chain management of prefabricated buildings. In practice, it provides a decision-making basis and scientiﬁc guidance for the enterprises in the supply chain of prefabricated buildings in China.","2021-10-12","2024-12-01 14:27:13","2024-12-01 14:27:13","2024-12-01 14:27:13","467","","10","11","","Buildings","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\MWG58D86\Zhang et al. - 2021 - Influencing Factors of Resilience of PBSC Based on.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZCZW56FI","conferencePaper","2023","Carluccio, Savina; Ní Bhreasail, Áine; Pritchard, Oliver; Zuloaga, Daniela; Andrews, Louis","Implementing Resilience in Critical Transport Infrastructure Systems","ASCE Inspire 2023","978-0-7844-8516-3","","10.1061/9780784485163.114","https://ascelibrary.org/doi/10.1061/9780784485163.114","Critical transport infrastructure systems play a pivotal role in supporting society through provision of essential connectivity services to end users, alongside enabling economic growth. To be able to deal with an increasingly complex and interconnected world and uncertain future, critical transport systems need to be made more resilient. Being able to preserve critical services in ordinary as well as extraordinary circumstances is the resilience value ultimately delivered to customers. This paper argues that to be successfully implemented, resilience needs to be built/enhanced/embedded across the whole infrastructure lifecycle. It presents a summary of international research undertaken to identify tangible, practical, and relevant actions; tools; approaches; physical measures; and useful resources that decision-makers and practitioners can turn to when looking to implement infrastructure resilience. Finally, it is argued that a valuedriven approach focusing on the resilience value delivered by infrastructure is needed to build the business case for resilience implementation.","2023-11-14","2024-12-01 14:27:17","2024-12-01 14:27:17","2024-12-01 14:27:17","997-1007","","","","","","","","","","","American Society of Civil Engineers","Arlington, Virginia","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\T84BIS2P\Carluccio et al. - 2023 - Implementing Resilience in Critical Transport Infr.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ASCE Inspire 2023","","","","","","","","","","","","","","",""
"AFQTXHMS","journalArticle","2020","Rauter, Thomas; Burgstaller, Sandra; Gottschalk, Benjamin; Ramadani-Muja, Jeta; Bischof, Helmut; Hay, Jesse C.; Graier, Wolfgang F.; Malli, Roland","ER-to-Golgi Transport in HeLa Cells Displays High Resilience to Ca2+ and Energy Stresses","Cells","","2073-4409","10.3390/cells9102311","https://www.mdpi.com/2073-4409/9/10/2311","One third of all human proteins are either transmembrane or soluble secretory proteins that ﬁrst target the endoplasmic reticulum (ER). These proteins subsequently leave the ER and enter the Golgi apparatus via ER-Golgi intermediate vesicular structures. Live-cell imaging of cargos fused to ﬂuorescent proteins (FPs) enables the high-resolution visualization and characterization of secretory transport processes. Here, we performed ﬂuorescence time-lapse imaging to assess the Ca2+ and energy dependency of ER-to-Golgi transport in living HeLa cells, a cancer cell model which has been well investigated. Our data revealed that ER-to-Golgi transport remained highly eﬃcient in the absence of ATP-generating substrates, despite clear reductions in cytosolic and mitochondrial ATP levels under these energy stress conditions. However, cell treatment with 2-deoxy-D-glucose (2-DG), which severely diminished subcellular ATP levels, abolished ER-to-Golgi transport. Interestingly, while 2-DG elevated cytosolic Ca2+ levels and reduced long-distance movements of glycosylphosphatidylinositol (GPI)-positive vesicles, robust short-term ER Ca2+ mobilizations, which strongly aﬀected the motility of these vesicles, did not considerably impair ER-to-Golgi transport. In summary, we highlight that ER-to-Golgi transport in HeLa cells remains functional despite high energy and Ca2+ stress levels.","2020-10-17","2024-12-01 14:27:22","2024-12-01 14:27:23","2024-12-01 14:27:22","2311","","10","9","","Cells","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\F2UB32TR\Rauter et al. - 2020 - ER-to-Golgi Transport in HeLa Cells Displays High .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTGJZARB","journalArticle","2022","Chen, Jinqu; Liu, Jie; Peng, Qiyuan; Yin, Yong","Strategies to Enhance the Resilience of an Urban Rail Transit Network","Transportation Research Record: Journal of the Transportation Research Board","","0361-1981, 2169-4052","10.1177/03611981211037888","https://journals.sagepub.com/doi/10.1177/03611981211037888","An urban rail transit (URT) system is an important component of an urban infrastructure system; however, it is vulnerable to disturbances, such as natural disasters and terrorist attacks. Constructing a highly resilient URT network has practical significance for enhancing its capability to respond to disturbances. In this paper, models are developed to optimize a URT network’s structure with regard to resilience and to enhance the resilience of a disrupted URT network. A bi-level programming model that aims to maximize a URT network’s global accessibility and global efficiency is formulated to optimize the structure of the network. A novel repair strategy, called the simulation repair strategy, is proposed to enhance the resilience of a disrupted URT network by optimizing the repair sequence of failed stations. The models are utilized to enhance the resilience of the Chengdu subway network. The result indicates that the bi-level programming model guides the construction of new links to optimize the structure of the Chengdu subway network. Deliberate attacks are more harmful to the Chengdu subway network than random attacks. The network’s operators need to pay attention to the operations of critical stations (e.g., Chunxi Road station and Tianfu Square station) to prevent disturbances from exerting considerable negative effects on the network’s normal operations. The simulation repair strategy exhibits higher repair efficiency than the conventional repair strategy, and it effectively enhances the resilience of the disrupted Chengdu subway network.","2022-01","2024-12-01 14:27:27","2024-12-01 14:27:27","2024-12-01 14:27:27","342-354","","1","2676","","Transportation Research Record: Journal of the Transportation Research Board","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\J9ZC34NB\Chen et al. - 2022 - Strategies to Enhance the Resilience of an Urban R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VHPW8QX","journalArticle","2022","Chen, Yishui; Wang, Xiaoya; Song, Xuewang; Jia, Jianlin; Chen, Yanyan; Shang, Wen-Long","Resilience Assessment of Multimodal Urban Transport Networks","Journal of Circuits, Systems and Computers","","0218-1266, 1793-6454","10.1142/S0218126622503108","https://www.worldscientific.com/doi/10.1142/S0218126622503108","With the development of urbanization and the evolution of urban network systems, multimodal urban transport network (MUTN) systems play a vital role in improving network effects and operational efficiency. However, urban transport networks are easily affected by natural disasters and traffic incidents, which can lead to significant human and economic losses. Accordingly, it is vital to be able to assess the resilience of transport networks in the face of various disruptions. This study, therefore, utilizes complex network theory to analyze the resilience of multimodal urban transport networks, with the resilience accessed based on topological indices. The MUTN in Beijing is selected as a case study for simulation analysis. Based on the road network and subway network, a model MUTN is established, and the Monte Carlo method is used to simulate random attacks. The results show that the MUTN in Beijing has good resilience against disruptions. This study guides the evaluation of the overall resilience of multimodal urban transport networks and will be useful for transportation planners and decision-makers in dealing with emergencies and natural disasters in the future.","2022-12","2024-12-01 14:27:31","2024-12-01 14:27:32","2024-12-01 14:27:31","2250310","","18","31","","J CIRCUIT SYST COMP","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\LC2NZPAS\Chen et al. - 2022 - Resilience Assessment of Multimodal Urban Transpor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2WDG6ZV","journalArticle","2018","Chen, Zhenhua; Rose, Adam","Economic resilience to transportation failure: a computable general equilibrium analysis","Transportation","","0049-4488, 1572-9435","10.1007/s11116-017-9819-6","http://link.springer.com/10.1007/s11116-017-9819-6","This study develops and applies a multimodal computable general equilibrium (CGE) framework to investigate the role of resilience in the economic consequences of transportation system failures. Vulnerability and economic resilience of different modes of transportation infrastructure, including air, road, rail, water and local transit, are assessed using a CGE model that incorporates various resilience tactics including modal substitution, trip conservation, excess capacity, relocation/rerouting, and service recapture. The linkages between accessibility, vulnerability, and resilience are analyzed. The model is applied to the transportation system failures in the aftermath of Hurricane Katrina to illustrate its capabilities. The analytical framework, however, has broader applications and can provide insights for resource allocations to enhance emergent responses to unexpected events and to improve resilient design of transportation infrastructure systems.","2018-07","2024-12-01 14:27:35","2024-12-01 14:27:36","2024-12-01 14:27:35","1009-1027","","4","45","","Transportation","Economic resilience to transportation failure","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\shrey\Zotero\storage\QZR6VIW2\Chen and Rose - 2018 - Economic resilience to transportation failure a c.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
